Code,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
9100102,Académie Scientifique de Beauté,Gift,Échantillon Soin Hydratant Régénérant,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-soin-hydratant-regenerant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Produit_Youth_Repair_soins_hydratant_regenerant_echantillon.png?v=1667814826,
,,,,,,,,,
2070102,Académie Scientifique de Beauté,Gift,Échantillon Crème Universelle Hypo-Sensible,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-creme-universelle-hypo-sensible,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Echantillon_Hypo-Sensible_creme-univeselle.png?v=1676279211,
,,,,,,,,,
2067102,Académie Scientifique de Beauté,Gift,Échantillon Programme Anti-Rougeurs,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-programme-anti-rougeurs,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Echantillon_Hypo-Sensible_programme-anti-rougeurs.png?v=1676279327,
,,,,,,,,,
2060102,Académie Scientifique de Beauté,Gift,Échantillon Sève Miracle - La Crème,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-seve-miracle-la-creme,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Echantillon_seve_miracle_la_creme_781a6668-ad04-4586-a651-de0d5b2438f8.png?v=1681998660,
,,,,,,,,,
2074000,Académie Scientifique de Beauté,"Crème protectrice anti-polution, anti-lumière bleue",Programme Liposomes,Default Title,26,Yes,https://www.academiebeaute.com/products/programme-liposomes,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Programme_liposomes.png?v=1666189835,<p>Votre programme contre les premières rides.</p>
,,,,,,,,,
4520101,Académie Scientifique de Beauté,Gift,Échantillon Baume Actif Hydratant Matifiant,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-baume-actif-hydratant-matifiant,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/4520101.png?v=1685624267,
,,,,,,,,,
2031102,Académie Scientifique de Beauté,Gift,Échantillon Aquabaume Éclat,Default Title,0,Yes,https://www.academiebeaute.com/products/aquabaume-eclat-3-ml,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/2031102.png?v=1685624258,
,,,,,,,,,
2090110,Académie Scientifique de Beauté,Tonique peaux sensibles,Tonique Hypo-Sensible,400 ml,16.8,Yes,https://www.academiebeaute.com/products/copie-de-lait-demaquillant-hypo-sensible,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/hypo-sensible_tonique-sensible2_c232de2e-3c07-4bbb-a35c-6b11860b11c3.png?v=1675246574,<span>L'indispensable d'une peau fraîche et nette.</span>
,,,,,,,,,
2090001,Académie Scientifique de Beauté,Tonique peaux sensibles,Tonique Hypo-Sensible,200 ml,14.4,No,https://www.academiebeaute.com/products/copie-de-lait-demaquillant-hypo-sensible,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/hypo-sensible_tonique-sensible1_58b9f1d5-cf15-4b04-8246-968dc174b78d.png?v=1675246574,<span>L'indispensable d'une peau fraîche et nette.</span>
,,,,,,,,,
2080110,Académie Scientifique de Beauté,Lait démaquillant peaux sensibles,Lait Démaquillant Hypo-Sensible,400 ml,16.8,Yes,https://www.academiebeaute.com/products/lait-demaquillant-hypo-sensible,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/hypo-sensible_lait_demaquillant_hypo-sensible2.png?v=1669883978,<span data-mce-fragment="1">La première étape d'une jolie peau.</span>
,,,,,,,,,
2080001,Académie Scientifique de Beauté,Lait démaquillant peaux sensibles,Lait Démaquillant Hypo-Sensible,200 ml,14.4,No,https://www.academiebeaute.com/products/lait-demaquillant-hypo-sensible,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/hypo-sensible_lait_demaquillant_hypo-sensible.png?v=1674488342,<span data-mce-fragment="1">La première étape d'une jolie peau.</span>
,,,,,,,,,
9121000,Académie Scientifique de Beauté,Sérum anti-âge,Formule Merveilleuse,Default Title,32.4,No,https://www.academiebeaute.com/products/formule-merveilleuse-2,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Formule_merveilleuse_ancienne_version.png?v=1666187676,<p>Une formule tout simplement révolutionnaire.</p>
,,,,,,,,,
2031000,Académie Scientifique de Beauté,Soin Éclat,Aquabaume Éclat,Default Title,21.6,Yes,https://www.academiebeaute.com/products/aquabaume-eclat-2,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Radiance_aquabaume_eclat_toutes_peaux.png?v=1666187397,<p>Un soin enrichi en extrait d'abricot pour un éclat immédiat.</p>
,,,,,,,,,
2024050,Académie Scientifique de Beauté,Masque visage abricot,Masque à l'Abricot,Default Title,7.2,Yes,https://www.academiebeaute.com/products/masque-labricot,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Masque_a_l_abricot_traitement_hebdomadaire.png?v=1666188538,<p>Redonnez de l'éclat à votre peau !</p>
,,,,,,,,,
d91eaa3a-17cb-4279-8e6d-2b01fc43532c,Académie Scientifique de Beauté,Soins post épilation,Routine Post-Épilation,Default Title,81.6,Yes,https://www.academiebeaute.com/products/bap-be840fc9-7816-4591-8485-a3782df0e0dd,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/gammepastille.png?v=1686653676,"<p>Vous en avez assez des poils qui repoussent trop vite ? Avec cette routine de soins post-épilation, prenez soin de votre corps après l'épilation. Grâce à des actifs ralentisseurs de repousse du poil, vous espacez peu à peu les séances d'épilations, évitez les poils incarnés et gardez une douceur longue durée !</p>"
,,,,,,,,,
26ccbc63-c2f2-48c2-b140-4a2199ce6580,Académie Scientifique de Beauté,Matifiant Homme,Ma Routine au Masculin - Men,Default Title,90.95,Yes,https://www.academiebeaute.com/products/ff5be10a-79cd-4262-b41c-1f1baa0f6fe5,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/bundle-men.png?v=1687167259,<p></p>
,,,,,,,,,
753a7f5a-a859-49de-9015-63c903f73fc3,Académie Scientifique de Beauté,Lait crème corps,Rituel Spa Jungle Tropicale,Default Title,36.47,Yes,https://www.academiebeaute.com/products/d878ef61-1cc8-47ae-95a2-afc32cf58a8d,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/bundletroussejungletropicale.png?v=1686237688,"<p>Découvrez notre Rituel Spa Jungle Tropical pour un moment d'évasion.</p>
<p><ins>Inclus</ins> :</p>
<p>1 Masque Peeling Cocktail Exotique<br>1 Lait Crème Corps Source Exotique<br>1 Gommage Corps Nectar Tropical<br>1 Trousse offerte</p>"
,,,,,,,,,
1004030,Académie Scientifique de Beauté,Crème hydratante,Crème Veloutée - Édition Limitée,Default Title,25,Yes,https://www.academiebeaute.com/products/creme-veloutee-edition-limitee,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/creme.png?v=1688543504,"<p>Découvrez la Crème Veloutée dans son format découverte 30 ml, à <meta charset=""utf-8""><span data-mce-fragment=""1"">25? au lieu de 33?.</span></p>
<p>Le soin parfait pour une peau repulpée, douce et hydratée toute la journée ! </p>"
,,,,,,,,,
e418f4c0-8125-4aca-96fa-d59f2161528d,Académie Scientifique de Beauté,Coffret soin du corps,Rituel Spa Fleur de Tiaré,Default Title,37.4,Yes,https://www.academiebeaute.com/products/bap-222acd63-136f-4c43-8419-b2b94978a270,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/bundleterredesvahines_7578b553-9cd6-41a6-9df1-38cc21aceee7.png?v=1688976255,"<p>Votre rituel corps inspiré du Spa vous transporte au c?ur de la Polynésie. Le parfum exotique de la Fleur de Tiaré procure immédiatement une sensation de bien-être et de détente !</p>
<p> </p>"
,,,,,,,,,
482804,Accessoires,Gant applicateur autobronzant,Gant Applicateur d'Auto-Bronzant,Default Title,10,Yes,https://www.academiebeaute.com/products/gant-applicateur-dauto-bronzant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzexpress_gant-applicateur-autobronzant.png?v=1666344354,<p>Pour une application rapide et sans traces.</p>
,,,,,,,,,
11300556-c100-48c4-a21f-7f9de032e2e8,Accessoires,Autobrozant teinté,Lotion Auto-Bronzante Teintée  Gant Applicateur d'Auto-Bronzant,Default Title,32.3,Yes,https://www.academiebeaute.com/products/bap-92bb62da-566d-41c1-8e17-85607f991e46,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/bundle-pastille-reduction.png?v=1684308568,"<p><span style=""color: rgb(0,0,0);background-color: rgb(255,255,255);font-size: 14px;font-family: Montserrat, sans-serif;"">L'icône des autobronzants et son gant pour une application rapide et sans traces ! </span></p>"
,,,,,,,,,
8029000,Anti-âge,,Crème Hydratante Survitaminée,Default Title,73,Yes,https://www.academiebeaute.com/products/creme-hydratante-survitaminee,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_creme_hydratante_survitaminee_33d80d29-39b4-4637-a6ce-a608b824044a.png?v=1666103651,<p>Injectez un cocktail d'énergie à votre peau !</p>
,,,,,,,,,
8021000,Anti-âge,Soin anti-âge contour des yeux,Réparateur Intensif Yeux,Default Title,45,Yes,https://www.academiebeaute.com/products/reparateur-intensif-yeux,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_reparateur_intensif_yeux_a992902b-1845-4efd-81a3-9c7f91349a81.png?v=1666104088,<p>Contour des yeux 2 en 1.</p>
,,,,,,,,,
8031000,Anti-âge,Crème anti-âge,Crème Anti-Âge Multi-Correction,Default Title,100,Yes,https://www.academiebeaute.com/products/creme-anti-ge-multi-correction,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Derm_Acte_creme_anti-age_multi_correction.png?v=1666343886,<p>Votre bouclier anti-âge global.</p>
,,,,,,,,,
8028000,Anti-âge,Sérum anti-âge,Sérum Hydratant Intensif 4D,Default Title,77,Yes,https://www.academiebeaute.com/products/serum-hydratant-intensif-4d,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_UV_serum_hydratant_intensif_4D_c84ff407-95b8-4a73-bf53-371611a72d16.png?v=1666104368,<p>Inspiré des injections de comblement à l'acide hyaluronique.</p>
,,,,,,,,,
8010000,Anti-âge,,Crème Peeling Rénovatrice Nuit,Default Title,73,Yes,https://www.academiebeaute.com/products/creme-peeling-renovatrice-nuit,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_creme_peeling_renovatrice_nuit.png?v=1666103671,<p>L'expérience du peeling dermatologique à domicile.</p>
,,,,,,,,,
8035000,Anti-âge,Complément Alimentaire,Collagène à Boire,Default Title,42,Yes,https://www.academiebeaute.com/products/collagene-a-boire,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/8035.png?v=1677768824,Démarrez votre cure de collagène à boire !
,,,,,,,,,
8032000,Anti-âge,Sérum anti-âge,Sérum Correcteur Rides Intensif,Default Title,105,Yes,https://www.academiebeaute.com/products/serum-correcteur-rides-intensif,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_serum_correcteur_rides_intensif_af310f6b-96b2-420d-8104-66b77eed4f93.png?v=1666104121,<p>Le booster d'efficacité de votre routine anti-rides.</p>
,,,,,,,,,
8011001,Anti-âge,Eau démaquillante,Eau Démaquillante Micellaire,Default Title,32,Yes,https://www.academiebeaute.com/products/eau-demaquillante-micellaire,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_eau-demaquillante_76c11b05-0e73-4459-ac22-97e7ae75fdd1.png?v=1666103751,<p>Solution démaquillante express.</p>
,,,,,,,,,
8010712,Anti-âge,Coffret cosmétiques,Coffret Duo Effet Peau Neuve,Default Title,73,Yes,https://www.academiebeaute.com/products/coffret-duo-effet-peau-neuve,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_Coffret_Duo-effet_peau_neuve2.png?v=1669970035,Rénovez votre peau nuit après nuit !
,,,,,,,,,
8017100,Anti-âge,Masque vitaminé,Masque Multi-Vitaminé,Default Title,39,Yes,https://www.academiebeaute.com/products/masque-multi-vitamine,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_masque_multivitamine_f86f3565-bc40-4e14-8118-1413c9c7959a.png?v=1666104032,"<p>Votre cocktail vitaminé : vitamines E, C, PP et Provitamine B5.</p>"
,,,,,,,,,
8009000,Anti-âge,,Comblement Rides Express,Default Title,60,Yes,https://www.academiebeaute.com/products/comblement-rides-express,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_comblement_rides_express_58be1c08-300f-45de-ac7d-ab8e065f774b.png?v=1666103582,<p>Traite et camoufle visiblement les rides.</p>
,,,,,,,,,
8370000,Anti-âge,Sérum éclaircissant,Pré-Sérum Hydratant Éclaircissant,Default Title,47,Yes,https://www.academiebeaute.com/products/pre-serum-hydratant-eclaircissant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_preserum_hydratant_eclaircissant_00ea59aa-0715-4ff4-bf7d-373658a8d6ec.png?v=1666104060,<p>Le soin booster d'efficacité de votre sérum.</p>
,,,,,,,,,
8025000,Anti-âge,Gommage visage,Gommage Resurfaçant,Default Title,39,Yes,https://www.academiebeaute.com/products/gommage-resurfa-ant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_gommage_resurfacant_0825c799-896c-4cba-af7a-a3b2a0c1485d.png?v=1666103827,<p>Crème ultra-exfoliante inspirée de la Microdermabrasion.</p>
,,,,,,,,,
8310000,Anti-âge,Gel nettoyant éclaircissant,Gel Nettoyant Éclaircissant,Default Title,35,Yes,https://www.academiebeaute.com/products/gel-nettoyant-eclaircissant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_gel_nettoyant_eclaircissant_vitamineC_14ff6ca2-7952-4e20-b736-9f174494a116.png?v=1666103803,<p>Le premier geste d'une peau parfaite !</p>
,,,,,,,,,
8032700,Anti-âge,,Cracker Beauté,Default Title,95,Yes,https://www.academiebeaute.com/products/cracker-beaute,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Cracker_beaute_derm_acte.png?v=1673008716,<p>L'idée cadeau parfaite en toute occasion !</p>
,,,,,,,,,
8360000,Anti-âge,Protection solaire SPF 50,UV Écran White 365 Jours SPF 50,Default Title,54,Yes,https://www.academiebeaute.com/products/uv-ecran-white-365-jours,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_UV_ecran_white_365jours.png?v=1666104341,<p>Soin 3 en 1 ultra protecteur - SPF 50.</p>
,,,,,,,,,
8034000,Anti-âge,Crème regalbante,Crème Lift-Regalbante Cou & Décolleté,Default Title,80,Yes,https://www.academiebeaute.com/products/creme-lift-regalbante-cou-decollete,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Produit_DermActe_creme_lift_regalbante_cou_decollete.png?v=1669367446,Crème liftante inspirée de la cryolipolyse.
,,,,,,,,,
8029700,Anti-âge,Kit voyage crème anti-âge,Kit Voyage Mes Indispensables,Default Title,29,Yes,https://www.academiebeaute.com/products/kit-voyage-mes-indispensables,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Derm_Acte_Kit_voyage_mes_indispensables.png?v=1666342559,<p>La technicité des soins Dermo-Cosmétiques en format voyage.</p>
,,,,,,,,,
8026000,Anti-âge,Protection solaire SPF 50,UV Écran 365 Jours SPF 50,Default Title,51,Yes,https://www.academiebeaute.com/products/uv-ecran-365-jours,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_UV_ecran_365jours_66bc9152-3e61-493c-8cc1-ff82ca5a49e5.png?v=1666104315,<p>Bouclier citadin Anti-pollution et Anti-UV - SPF 50.</p>
,,,,,,,,,
8030000,Anti-âge,Disques exfoliants,Disques Exfoliants Double Face,Default Title,49,Yes,https://www.academiebeaute.com/products/disques-exfoliants-double-face,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_disques_exfoliants_double_face_fa1f1fa5-67c9-459b-bbae-8bff630bc2ff.png?v=1666103724,<p>Une exfoliation efficace et rapide en un seul geste !</p>
,,,,,,,,,
8390000,Anti-âge,Sérum correcteur,Sérum Correcteur Unifiant,Default Title,80,Yes,https://www.academiebeaute.com/products/serum-correcteur-unifiant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_serum_correcteur_unifiant_f8ee6e9b-9d23-42ff-9c5c-5eddd44c1d12.png?v=1666104150,<p>Réduit les taches et unifie le teint.</p>
,,,,,,,,,
8380000,Anti-âge,Crème visage éclat,Crème Unifiante Illuminatrice,Default Title,76,Yes,https://www.academiebeaute.com/products/creme-unifiante-illuminatrice,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_creme_unifiante_illuminatrice_3ee07682-ebc6-4a20-9a7b-9ff3bf88c7e9.png?v=1666103694,<p>Révèle l'éclat du teint.</p>
,,,,,,,,,
8018000,Anti-âge,Fluide hydratant haute protection SPF 30,Fluide Hydratant Haute Protection SPF 30,Default Title,47,Yes,https://www.academiebeaute.com/products/fluide-hydratant-haute-protection,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_fluide_hydratant_haute_protection_0a2b2465-b6b5-4b76-a480-4b6c3858be9e.png?v=1666103781,<p>Le geste protecteur Anti-UVA/ UVB - SPF 30.</p>
,,,,,,,,,
8027000,Anti-âge,Soin post-peeling,Soin Réparateur Post-Peeling,Default Title,44,Yes,https://www.academiebeaute.com/products/soin-reparateur-post-peeling,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/DermActe_soin_reparateur_post_peeling.png?v=1666104220,<p>Accélère le processus d'apaisement des peaux irritées.</p>
,,,,,,,,,
8320001,Anti-âge,Lotion éclaircissante,Lotion Tonique Éclaircissante,Default Title,32,Yes,https://www.academiebeaute.com/products/lotion-tonique-eclaircissante-1,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/8320001.png?v=1688116186,Soin 2 en 1 Tonifiant &amp; Unifiant.
,,,,,,,,,
8017101,Anti-âge,Gift,Échantillon Masque Multi-Vitaminé,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-masque-multi-vitamine,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Echantillon_Derm-Act_Masque_multi-vitamine.png?v=1667815159,
,,,,,,,,,
8010101,Anti-âge,Gift,Échantillon Crème Peeling Rénovatrice Nuit,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-creme-peeling-renovatrice-nuit,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Echantillon_Derm-Act_creme_peeling_renovatrice_nuit.png?v=1667815089,
,,,,,,,,,
8028700,Anti-âge,Sérum anti-âge,Sérum Hydratant Intensif 4D - Édition Limitée,Default Title,77,Yes,https://www.academiebeaute.com/products/serum-hydratant-intensif-4d-edition-limitee,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/serumhydratant4D.png?v=1688543418,"<p>Ce sérum riche en 4 acides hyaluroniques procure une hydratation intense, lisse et comble les rides.</p>
<p>Découvrez son format 50 ml à prix avantage : 77? au lieu de 128?, soit 20 ml de soin offert !</p>"
,,,,,,,,,
482000,Autobronzant corps,Autobrozant teinté,Lotion Auto-Bronzante Teintée,Default Title,28,Yes,https://www.academiebeaute.com/products/lotion-auto-bronzante-teintee,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzexpress_Lotion_autobronzante_teintee_visage_corps.png?v=1666344842,<p>L'icône des autobronzants.</p>
,,,,,,,,,
480000,Autobronzant corps,Autobronzant teinté intense,Lotion Auto-Bronzante Teintée Intense,Default Title,33,Yes,https://www.academiebeaute.com/products/lotion-auto-bronzante-teintee-intense,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronz_express_Lotio_auto-bronzante_teintee_intense_f4b65dd8-cc58-46e0-9094-c782ba1d2ab6.png?v=1666251668,<p>Une eau bronzante intense pour un hâle tropical.</p>
,,,,,,,,,
481000,Autobronzant corps,Gouttes Autobronzantes,Gouttes Magiques Éclat,Default Title,41,Yes,https://www.academiebeaute.com/products/gouttes-magiques-eclat,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronz_express_gouttes_magiques_eclat.png?v=1666251111,<p>Gouttes Autobronzantes pour un hâle sur-mesure.</p>
,,,,,,,,,
476000,Autobronzant corps,Autobronzant progressif,Gelée Auto-Bronzante Progressive Teintée,Default Title,32,Yes,https://www.academiebeaute.com/products/gelee-auto-bronzante-progressive-teintee,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzexpress_gelee_auto-bronzante_progressive_teintee_corps_a388519d-b470-466e-a44e-6b943fb60c7e.png?v=1666344611,<p>Autobronzant corps naturel &amp; progressif.</p>
,,,,,,,,,
477000,Autobronzant corps,Mousse autobronzante,Mousse Auto-Bronzante Teintée,Default Title,40,Yes,https://www.academiebeaute.com/products/mousse-auto-bronzante-teintee,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzexpress_Mousse_auto-bronzante_teintee_corps.png?v=1666344802,<p>Autobronzant mousse au fini naturel satiné.</p>
,,,,,,,,,
499030,Autobronzant visage,Gel autobronzant,Gel Auto-Bronzant Teinté,Default Title,33,Yes,https://www.academiebeaute.com/products/gel-auto-bronzant-teinte,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzexpress_gel_auto-bronzant_teinte_6d619a55-2c20-4da1-9e44-7c63077cb97d.png?v=1666342075,<p>Autobronzant visage pour un hâle naturel instantané.</p>
,,,,,,,,,
479000,Avant-Après Soleil,Lait hydratant sublimateur de bronzage,Lait Hydratant Sublimateur,Default Title,22,Yes,https://www.academiebeaute.com/products/lait-hydratant-sublimateur,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/BronzExpress_lait_hydratant_sublimateur_corps.png?v=1666188398,<p>Embellisseur de bronzage.</p>
,,,,,,,,,
478000,Avant-Après Soleil,Gel douche gommant,Gel Douche Gommant,Default Title,25,Yes,https://www.academiebeaute.com/products/gel-douche-gommant,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzexpress_gel_douche_gommant-preparateur-bronzage.png?v=1666344563,<p>Préparateur de bronzage.</p>
,,,,,,,,,
482103,Bronz'Express,Gift,Échantillon Lotion Auto-Bronzante Teintée,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-lotion-auto-bronzante-teintee,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/Bronzexpress_Lotion_autobronzante_teintee_echantillon.png?v=1667814967,
,,,,,,,,,
8029101,Derm Acte,Gift,Échantillon Crème Hydratante Survitaminée,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-creme-hydratante-survitaminee,https://cdn.shopify.com/s/files/1/0619/6045/4312/products/echantillon-creme-hydratante-survitaminee.png?v=1680266194,
,,,,,,,,,
8028101,Derm Acte,Gift,Échantillon Sérum Hydratant Intensif 4D,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-serum-hydratant-intensif-4d,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/8028101_6f8908b3-8a0b-473c-a3de-22875c33ac76.png?v=1685625233,
,,,,,,,,,
8026101,Derm Acte,Gift,Échantillon UV Écran 365 jours SPF 50,Default Title,0,Yes,https://www.academiebeaute.com/products/echantillon-uv-ecran-365-jours,https://cdn.shopify.com/s/files/1/0619/6045/4312/files/8026101.png?v=1685624285,
